Name,Ingredients,Making,Link,Base
Brandy Old Fashioned,"['3 dashes bitters', '2 orange slices', '2 maraschino cherries', '1 sugar cube', '2 ounces brandy', '7UP', 'maraschino cherry', 'orange slice']","Add the bitters, orange slices, cherries and sugar cube to an Old Fashioned glass and muddle to combine.
Add ice to fill the glass, then add the brandy.
Top with the 7UP, Sprite or club soda, and stir to chill.
Garnish with a skewered cherry and an orange slice.",https://www.liquor.com/recipes/brandy-old-fashioned/,Cognac & Other Brandy Cocktails
Pumpkin Toddy,"[""1 ounce Laird's bonded apple brandy"", '1/2 ounce Rittenhouse rye whiskey', '1/2 ounce fresh lemon juice', '1/2 ounce Deep Mountain Grade B maple syrup', ""1 tsp Libby's pumpkin purée"", '2 dashes Angostura bitters', '5 ounces boiling water', 'Garnish: grated cinnamon']","Add all the ingredients except the water to a preheated mug and stir to combine.
Top with 5 ounces of boiling water and stir.
Garnish with grated cinnamon.",https://www.liquor.com/recipes/pumpkin-toddy/,Cognac & Other Brandy Cocktails
Ferrari,"['3/4 ounce Campari', '3/4 ounce Fernet-Branca']","Add both ingredients into a shot glass.
Drink as a shot.",https://www.liquor.com/ferrari-shot-recipe-6823167,Other Cocktails
Buttery Nipple,"['1 ounce butterscotch schnapps', '1/2 ounce Irish cream liqueur']","Add the butterscotch schnapps into a shot glass.
Layer the Irish cream liqueur over the schnapps by pouring it slowly and carefully over the back of a spoon.",https://www.liquor.com/buttery-nipple-shot-recipe-6385950,Other Cocktails
Angostura Colada,"['1 1/2 ounces Angostura bitters', '1/2 ounce overproof rum (preferably Smith & Cross)', '2 ounces pineapple juice', '1 ounce lime juice, freshly squeezed', '1 1/2 ounces cream of coconut (such as Coco Lopez)', 'Garnish: pineapple fronds', 'Garnish: nutmeg, freshly grated']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a large snifter over crushed ice.
Garnish with freshly grated nutmeg and pineapple fronds.",https://www.liquor.com/angostura-colada-cocktail-recipe-6361371,Other Cocktails
White-Tie Affair,"['2 ounces Taylor Fladgate Chip dry white port', '1 ounce chamomile-infused blanc vermouth*', '1/4 ounce Benedictine', '1 teaspoon verjus blanc', '1/2 teaspoon Kubler absinthe', '4 drops salt tincture**', 'Garnish: lemon twist', 'Garnish: baby’s breath (optional)']","Add all ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a chilled Nick & Nora glass.
Express the oils from a lemon twist over the drink, then discard the twist.
Garnish with baby’s breath on the side of the glass, if desired. Note: Do not let the baby’s breath, if used, come in contact with the cocktail. It is mildly toxic and may cause stomach upset if ingested.
*Chamomile-infused blanc vermouth: Add 20 grams of dried chamomile flowers into a 750-mL bottle of blanc vermouth. Allow to infuse overnight. Strain through a coffee filter or cheesecloth, discarding the solids, and bottle. Will keep, tightly sealed and refrigerated, for about two weeks.
**Salt tincture: In a small blender (or Vitamix, Nutribullet, or similar), add 1 part extra-fine-grain Himalayan salt and 5 parts distilled water and pulse to combine. Add 5 parts vodka, then pulse again. Pour into a dropper bottle for use.",https://www.liquor.com/white-tie-affair-cocktail-recipe-5268018,Other Cocktails
The Noble One,"['1 1/2 ounces Quinta do Infantado white port', '1 1/2 ounces Alvear pale cream sherry', '1 teaspoon Massenez Orchard apricot liqueur', '1/2 teaspoon honey syrup', '1 dash orange bitters', 'Garnish: lemon twist']","Add all ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a rocks glass.
Express the oils from a lemon twist over the drink and discard the twist.",https://www.liquor.com/noble-one-cocktail-recipe-5268020,Other Cocktails
Interstellar Love,"['1 1/2 ounces Quinta do Infantado white port', '1 1/2 ounces Bonal Gentiane-Quina', '1/2 teaspoon Chareau liqueur', '1/4 ounce simple syrup', '1 teaspoon citric acid', '2 dashes cucumber bitters', '3 ounces club soda, chilled, to top', 'Garnish: cucumber slice']","Add all ingredients except the club soda into a container and chill in the refrigerator until ready to use.
Pour into a Collins glass over a spear (long) ice cube.
Top with the club soda.
Garnish with a cucumber slice.",https://www.liquor.com/interstellar-love-cocktail-recipe-5268023,Other Cocktails
Camparinha,"['4 kumquats, cut in half lengthwise', '2 teaspoons raw sugar', '1 ounce cachaça (such as Leblon)', '1 ounce Campari']","In a rocks glass, muddle the kumquats and the raw sugar.
Add the cachaça and Campari, plus a scoop of crushed ice, and stir well.
Top with more crushed ice.",https://www.liquor.com/camparinha-cocktail-recipe-5221970,Other Cocktails
Piña Verde,"['1 1/2 ounces green Chartreuse', '1 1/2 ounces pineapple juice', '1/2 ounce lime juice, freshly squeezed', '3/4 ounce cream of coconut (such as Coco Lopez)', 'Garnish: mint sprig']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over pebble ice.
Add more pebble ice, if needed, to create a slight mound.
Garnish with a mint sprig.",https://www.liquor.com/pina-verde-cocktail-recipe-5220883,Other Cocktails
Heat Check,"['2 ounces Gilka kümmel', '1/4 ounce Tapatio blanco tequila', '3/4 ounce grapefruit juice, freshly squeezed', '1/4 ounce lemon juice, freshly squeezed', '1/2 ounce rich cinnamon syrup (2:1)', '1/2 ounce egg white', '8 drops árbol tincture*', '1 ounce club soda, chilled', 'Garnish: dried chile de árbol pepper']","Add all ingredients except the club soda into a shaker and vigorously dry-shake (without ice).
Add one ice cube and whip-shake.
Add one ounce of club soda into the shaker.
Strain into a Collins glass filled with ice.
Garnish with a dried chile de árbol pepper.
*Árbol tincture: Place a handful of chile de árbol peppers in a quart container and add vodka to cover peppers. Briefly blend the mixture with a Vitamix on high, then strain and bottle.",https://www.liquor.com/heat-check-cocktail-recipe-5220393,Other Cocktails
Absinthe Frappé,"['1 1/2 ounces absinthe', '1/2 ounce simple syrup', '2 dashes anisette', 'Soda water, chilled, to top (about 2 ounces)', 'Garnish: mint sprig']","Add all ingredients except the soda water into a shaker with ice and shake until well-chilled.
Strain into a large snifter over crushed or pebble ice.
Top with the soda water and stir briefly and gently to combine.
Add more ice to the glass, forming a mounded top.
Garnish with a mint sprig.
Serve with a straw.",https://www.liquor.com/recipes/absinthe-frappe/,Other Cocktails
Absinthe Suissesse,"['1 1/2 ounces absinthe', '1/2 ounce white creme de menthe', '1/2 ounce orgeat', '1 ounce heavy cream', '1 egg white', '1 dash orange flower water']","Add all ingredients into a shaker and vigorously dry-shake (without ice).
Add ice and shake again until well-chilled.
Strain into a highball glass.",https://www.liquor.com/absinthe-suissesse-cocktail-recipe-5212145,Other Cocktails
Love & Murder,"['1 ounce Campari', '1 ounce green Chartreuse', '1 ounce lime juice, freshly squeezed', '3/4 ounce simple syrup', '4 drops saline solution (5:1 water to kosher salt)']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.",https://www.liquor.com/love-and-murder-cocktail-recipe-5211432,Other Cocktails
Global City #2,"['1 1/2 ounces Feist tawny port', '1/4 ounce Avua Amburana cachaça', '1/4 ounce Becherovka', '1/4 ounce Smith and Cross Jamaican rum', '3/4 ounce lime juice, freshly squeezed', '1/2 ounce simple syrup', 'Garnish: mint sprig', 'Garnish: orange twist']","Add all ingredients into a shaker and dry-shake (without ice).
Strain into a chilled double Old Fashioned glass over crushed ice.
Garnish with a mint sprig and an orange twist.",https://www.liquor.com/global-city-2-cocktail-recipe-5209417,Other Cocktails
Liquid Cocaine,"['1/2 ounce Jägermeister', '1/2 ounce 151-proof rum', '1/2 ounce cinnamon schnapps (such as Goldschläger) or peppermint schnapps (such as Rumplemintz)']",Add all ingredients into a shot glass.,https://www.liquor.com/liquid-cocaine-shot-recipe-5205577,Other Cocktails
Koji-San,"['1 ounce plus 5 teaspoons shochu (Goto prefers Iichiko Saiten)', '1 teaspoon mezcal', '3/4 ounce lime juice, freshly squeezed', '4/5 ounce cane syrup', '1/4 ounce celery juice']","Add the shochu, mezcal, lime juice, and cane syrup into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over fresh ice.
Float the celery juice on top. Float the celery juice on top.",https://www.liquor.com/koji-san-cocktail-recipe-5201588,Other Cocktails
Shochu Bloody Mary,"['1 ounce serrano-chile-infused shochu*', '7/10 ounce Iichiko Saiten shochu', '4 ounces tomato juice', '1/2 ounce lime juice, freshly squeezed', '1 pinch sea salt', 'Garnish: olive']","Rim a highball glass with lime juice and sea salt; set aside.
Add both shochus, tomato and lime juices, and a pinch of sea salt into a shaker with ice and roll.
Strain the prepared highball glass over fresh ice.
Garnish with a skewered olive.
*Serrano-chile-infused shochu: Add 1 cup of Iichiko Silhouette shochu and 1 thinly chopped serrano chile into a container and let sit for 1 hour. Strain out the solids and discard. Will keep, refrigerated, for up to 1 week.",https://www.liquor.com/shochu-bloody-mary-cocktail-recipe-5201589,Other Cocktails
Lovage in the Garden,"['3 Sun Gold cherry tomatoes', '4 lovage leaves', '1/2 ounce agave syrup', '2 ounces Hophead vodka', '1/2 ounce Luxardo bitter aperitivo (can substitute Campari)', '3/4 ounce lime juice, freshly squeezed', 'Pinch of Hepp’s ghost pepper salt']","Add the cherry tomatoes, lovage leaves and agave syrup into a shaker and muddle gently.
Add the vodka, Luxardo bitter aperitivo, lime juice, and ghost pepper salt, plus ice, and shake until well-chilled.
Strain into a rocks glass over fresh ice.
Garish with a lovage sprig.",https://www.liquor.com/lovage-in-the-garden-cocktail-recipe-5196662,Other Cocktails
Radler,"['8 ounces beer', '8 ounces lemon-lime soda']","In a pint glass, combine the beer and sparkling lemonade or lemon-lime soda.
Stir gently and briefly to combine.",https://www.liquor.com/radler-cocktail-recipe-5194863,Other Cocktails
Hugo Spritz,"['1/2 ounce St-Germain', '1 mint sprig', '4 ounces prosecco, chilled', '1 ounce soda water, chilled', 'Garnish: mint sprig', 'Garnish: lemon wheel']","Add the St. Germain and mint sprig into a wine glass. Gently muddle and let sit for 3 minutes.
Add ice, the prosecco and the soda water and stir briefly and gently to combine.
Garnish with a mint sprig and a lemon wheel.",https://www.liquor.com/hugo-spritz-cocktail-recipe-5194222,Other Cocktails
Rosé Sangria,"['1 bottle rosé wine', '4 ounces pamplemousse liqueur', '3/4 cup raspberries', '1/2 cup strawberries', '1 lemon', 'Club soda']","Serves 4-6
Add the wine, pamplemousse liqueur, raspberries, strawberries and lemon rounds into a pitcher and stir to combine.
Chill for up to 4 hours.
Divide between 4 to 6 wine goblets and top each with club soda.",https://www.liquor.com/rose-sangria-recipe-5191603,Other Cocktails
White Sangria,"['1 bottle dry white wine (such as pinot grigio or chenin blanc), chilled', '4 ounces Lillet blanc', '1 medium peach, pitted and sliced', '1 green apple, cored and sliced', '1 lemon, cut into wedges', '3 mint sprigs', 'Club soda, chilled, to top (optional)']","Serves 4-6
Add wine, Lillet, fruit and mint into a pitcher and stir to combine.
Chill for up to four hours.
Divide between 4 to 6 wine goblets and top with club soda, if desired.",https://www.liquor.com/white-sangria-recipe-5191601,Other Cocktails
White Port & Tonic,"['2 ounces port', '4 ounces tonic water', 'lemon wheel']","Add the white port into a wine goblet filled with ice.
Top with the tonic water, then stir briefly and gently to combine.
Garnish with a lemon wheel or orange twist.",https://www.liquor.com/white-port-tonic-cocktail-recipe-5190869,Other Cocktails
Grasshopper 2.0,"['3/4 ounce Tempus Fugit white creme de menthe', '3/4 ounce Giffard creme de cacao', '1/2 ounce Del Maguey Vida mezcal', '1/4 ounce Branca Menta', '1 barspoon absinthe', '1 1/4 ounces heavy cream', '1 drop food coloring', 'Garnish: grated dark chocolate', 'Garnish: mint sprig']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a double rocks glass over crushed ice.
Garnish with grated chocolate and a mint sprig, and serve with a straw.",https://www.liquor.com/grasshopper-two-cocktail-recipe-5190061,Other Cocktails
Cement Mixer,"['3/4 ounce Irish cream', '3/4 ounce lime juice']","Add the Irish cream liqueur into a shot glass.
Carefully layer the lime juice on top by pouring it over the back of a spoon.",https://www.liquor.com/cement-mixer-shot-recipe-5180879,Other Cocktails
Slippery Nipple,"['1/4 ounce grenadine', '1/2 ounce sambuca, chilled', '1/2 ounce Irish cream']","If using, add the optional grenadine into a shot glass.
Layer the sambuca on top by slowly pouring it over the back of a spoon (or add it into a shot glass, if not using grenadine).
Layer the Irish cream on top, using the same spoon.",https://www.liquor.com/slippery-nipple-shot-recipe-5179206,Other Cocktails
Wassail,"['4 12-ounce bottles brown ale (such as Sam Smith nut brown ale)', '4 ounces oloroso sherry', '2 apples, scored', '1 teaspoon lemon zest', '1 long orange peel studded with cloves', '2 cinnamon sticks', '6 cardamom pods', '1/2 cup brown sugar, packed', 'Garnish: 10-12 apple slices', 'Garnish: freshly grated nutmeg']","Serves 10-12.
Add the beer, sherry, apples, lemon zest, orange peel, cinnamon and cardamom into a pot and simmer on low heat for about 30 minutes, until the apples soften.
Add brown sugar to taste (about 1/2 cup) and stir until dissolved, then remove from heat.
Divide among 10 to 12 punch cups or mugs, garnishing each with freshly grated nutmeg and an apple slice.
Reserve any remaining Wassail for use in a Wassail Sour.",https://www.liquor.com/wassail-cocktail-recipe-5119079,Other Cocktails
Americano,"['1 1/2 ounces Campari', '1 1/2 ounces sweet vermouth', 'Soda water, chilled', 'orange twist']","Fill a highball glass with ice, then add the Campari and sweet vermouth.
Top with the soda water and stir gently to combine.
Garnish with an orange twist.",https://www.liquor.com/recipes/americano/,Other Cocktails
